commodity,year,attribute,value,unit,reference_period
WHEAT,2025/26,Exports,900.0,Million Bushels,2025-10-15
WHEAT,2025/26,Exports,900.0,Million Bushels,2025-11-15
WHEAT,2025/26,Exports,900.0,Million Bushels,2025-12-15
WHEAT,2025/26,Exports,900.0,Million Bushels,2026-01-15
WHEAT,2025/26,Exports,900.0,Million Bushels,2026-02-15
WHEAT,2025/26,Exports,900.0,Million Bushels,2026-03-15
WHEAT,2025/26,Exports,900.0,Million Bushels,2026-04-15
WHEAT,2025/26,Exports,910.0,Million Bushels,2026-05-15
WHEAT,2025/26,Exports,910.0,Million Bushels,2026-06-15
WHEAT,2025/26,Exports,908.0,Million Bushels,2026-07-15
WHEAT,2025/26,Feed and Residual,120.0,Million Bushels,2025-07-15
WHEAT,2025/26,Feed and Residual,120.0,Million Bushels,2025-08-15
WHEAT,2025/26,Feed and Residual,120.0,Million Bushels,2025-09-15
WHEAT,2025/26,Feed and Residual,120.0,Million Bushels,2025-10-15
WHEAT,2025/26,Feed and Residual,120.0,Million Bushels,2025-11-15
WHEAT,2025/26,Feed and Residual,120.0,Million Bushels,2025-12-15
WHEAT,2025/26,Feed and Residual,100.0,Million Bushels,2026-01-15
WHEAT,2025/26,Feed and Residual,100.0,Million Bushels,2026-02-15
WHEAT,2025/26,Feed and Residual,100.0,Million Bushels,2026-03-15
WHEAT,2025/26,Feed and Residual,100.0,Million Bushels,2026-04-15
WHEAT,2025/26,Feed and Residual,100.0,Million Bushels,2026-05-15
WHEAT,2025/26,Feed and Residual,100.0,Million Bushels,2026-06-15
WHEAT,2025/26,Feed and Residual,118.0,Million Bushels,2026-07-15
WHEAT,2025/26,Food,977.0,Million Bushels,2025-07-15
WHEAT,2025/26,Food,972.0,Million Bushels,2025-08-15
WHEAT,2025/26,Food,972.0,Million Bushels,2025-09-15
WHEAT,2025/26,Food,972.0,Million Bushels,2025-10-15
WHEAT,2025/26,Food,972.0,Million Bushels,2025-11-15
WHEAT,2025/26,Food,972.0,Million Bushels,2025-12-15
WHEAT,2025/26,Food,972.0,Million Bushels,2026-01-15
WHEAT,2025/26,Food,967.0,Million Bushels,2026-02-15
WHEAT,2025/26,Food,967.0,Million Bushels,2026-03-15
WHEAT,2025/26,Food,967.0,Million Bushels,2026-04-15
WHEAT,2025/26,Food,960.0,Million Bushels,2026-05-15
WHEAT,2025/26,Food,960.0,Million Bushels,2026-06-15
WHEAT,2025/26,Food,960.0,Million Bushels,2026-07-15
WHEAT,2025/26,Imports,120.0,Million Bushels,2025-07-15
WHEAT,2025/26,Imports,120.0,Million Bushels,2025-08-15
WHEAT,2025/26,Imports,120.0,Million Bushels,2025-09-15
WHEAT,2025/26,Imports,120.0,Million Bushels,2025-10-15
WHEAT,2025/26,Imports,120.0,Million Bushels,2025-11-15
WHEAT,2025/26,Imports,120.0,Million Bushels,2025-12-15
WHEAT,2025/26,Imports,120.0,Million Bushels,2026-01-15
WHEAT,2025/26,Imports,120.0,Million Bushels,2026-02-15
WHEAT,2025/26,Imports,120.0,Million Bushels,2026-03-15
WHEAT,2025/26,Imports,125.0,Million Bushels,2026-04-15
WHEAT,2025/26,Imports,125.0,Million Bushels,2026-05-15
WHEAT,2025/26,Imports,125.0,Million Bushels,2026-06-15
WHEAT,2025/26,Imports,125.0,Million Bushels,2026-07-15
WHEAT,2025/26,Production,1929.0,Million Bushels,2025-07-15
WHEAT,2025/26,Production,1927.0,Million Bushels,2025-08-15
WHEAT,2025/26,Production,1927.0,Million Bushels,2025-09-15
WHEAT,2025/26,Production,1927.0,Million Bushels,2025-10-15
WHEAT,2025/26,Production,1985.0,Million Bushels,2025-11-15
WHEAT,2025/26,Production,1985.0,Million Bushels,2025-12-15
WHEAT,2025/26,Production,1985.0,Million Bushels,2026-01-15
WHEAT,2025/26,Production,1985.0,Million Bushels,2026-02-15
WHEAT,2025/26,Production,1985.0,Million Bushels,2026-03-15
WHEAT,2025/26,Production,1985.0,Million Bushels,2026-04-15
WHEAT,2025/26,Production,1985.0,Million Bushels,2026-05-15
WHEAT,2025/26,Production,1985.0,Million Bushels,2026-06-15
WHEAT,2025/26,Production,1985.0,Million Bushels,2026-07-15
WHEAT,2025/26,Seed,62.0,Million Bushels,2025-07-15
WHEAT,2025/26,Seed,62.0,Million Bushels,2025-08-15
WHEAT,2025/26,Seed,62.0,Million Bushels,2025-09-15
WHEAT,2025/26,Seed,62.0,Million Bushels,2025-10-15
WHEAT,2025/26,Seed,62.0,Million Bushels,2025-11-15
WHEAT,2025/26,Seed,62.0,Million Bushels,2025-12-15
WHEAT,2025/26,Seed,61.0,Million Bushels,2026-01-15
WHEAT,2025/26,Seed,61.0,Million Bushels,2026-02-15
WHEAT,2025/26,Seed,61.0,Million Bushels,2026-03-15
WHEAT,2025/26,Seed,60.0,Million Bushels,2026-04-15
WHEAT,2025/26,Seed,60.0,Million Bushels,2026-05-15
WHEAT,2025/26,Seed,60.0,Million Bushels,2026-06-15
WHEAT,2025/26,Seed,58.0,Million Bushels,2026-07-15
WHEAT,2025/26,"Supply, Total",2899.0,Million Bushels,2025-07-15
WHEAT,2025/26,"Supply, Total",2898.0,Million Bushels,2025-08-15
WHEAT,2025/26,"Supply, Total",2898.0,Million Bushels,2025-09-15
WHEAT,2025/26,"Supply, Total",2898.0,Million Bushels,2025-10-15
WHEAT,2025/26,"Supply, Total",2955.0,Million Bushels,2025-11-15
WHEAT,2025/26,"Supply, Total",2955.0,Million Bushels,2025-12-15
WHEAT,2025/26,"Supply, Total",2959.0,Million Bushels,2026-01-15
WHEAT,2025/26,"Supply, Total",2959.0,Million Bushels,2026-02-15
WHEAT,2025/26,"Supply, Total",2959.0,Million Bushels,2026-03-15
WHEAT,2025/26,"Supply, Total",2964.0,Million Bushels,2026-04-15
WHEAT,2025/26,"Supply, Total",2964.0,Million Bushels,2026-05-15
WHEAT,2025/26,"Supply, Total",2964.0,Million Bushels,2026-06-15
WHEAT,2025/26,"Supply, Total",2964.0,Million Bushels,2026-07-15
WHEAT,2025/26,"Use, Total",2009.0,Million Bushels,2025-07-15
WHEAT,2025/26,"Use, Total",2029.0,Million Bushels,2025-08-15
WHEAT,2025/26,"Use, Total",2054.0,Million Bushels,2025-09-15
WHEAT,2025/26,"Use, Total",2054.0,Million Bushels,2025-10-15
WHEAT,2025/26,"Use, Total",2054.0,Million Bushels,2025-11-15
WHEAT,2025/26,"Use, Total",2054.0,Million Bushels,2025-12-15
WHEAT,2025/26,"Use, Total",2033.0,Million Bushels,2026-01-15
WHEAT,2025/26,"Use, Total",2028.0,Million Bushels,2026-02-15
WHEAT,2025/26,"Use, Total",2028.0,Million Bushels,2026-03-15
WHEAT,2025/26,"Use, Total",2027.0,Million Bushels,2026-04-15
WHEAT,2025/26,"Use, Total",2030.0,Million Bushels,2026-05-15
WHEAT,2025/26,"Use, Total",2030.0,Million Bushels,2026-06-15
WHEAT,2025/26,"Use, Total",2044.0,Million Bushels,2026-07-15
WHEAT,2025/26,Yield per Harvested Acre,52.6,Bushels,2025-07-15
WHEAT,2025/26,Yield per Harvested Acre,52.7,Bushels,2025-08-15
WHEAT,2025/26,Yield per Harvested Acre,52.7,Bushels,2025-09-15
WHEAT,2025/26,Yield per Harvested Acre,52.7,Bushels,2025-10-15
WHEAT,2025/26,Yield per Harvested Acre,53.3,Bushels,2025-11-15
WHEAT,2025/26,Yield per Harvested Acre,53.3,Bushels,2025-12-15
WHEAT,2025/26,Yield per Harvested Acre,53.3,Bushels,2026-01-15
WHEAT,2025/26,Yield per Harvested Acre,53.3,Bushels,2026-02-15
WHEAT,2025/26,Yield per Harvested Acre,53.3,Bushels,2026-03-15
WHEAT,2025/26,Yield per Harvested Acre,53.3,Bushels,2026-04-15
WHEAT,2025/26,Yield per Harvested Acre,53.3,Bushels,2026-05-15
WHEAT,2025/26,Yield per Harvested Acre,53.3,Bushels,2026-06-15
WHEAT,2025/26,Yield per Harvested Acre,53.3,Bushels,2026-07-15
WHEAT,2026/27,Area Harvested,32.1,Million Acres,2026-07-15
WHEAT,2026/27,Area Planted,42.7,Million Acres,2026-07-15
WHEAT,2026/27,Avg. Farm Price ($/bu),6.5,$/bu,2026-05-15
WHEAT,2026/27,Avg. Farm Price ($/bu),6.0,$/bu,2026-06-15
WHEAT,2026/27,Avg. Farm Price ($/bu),6.0,$/bu,2026-07-15
WHEAT,2026/27,Beginning Stocks,935.0,Million Bushels,2026-05-15
WHEAT,2026/27,Beginning Stocks,935.0,Million Bushels,2026-06-15
WHEAT,2026/27,Beginning Stocks,920.0,Million Bushels,2026-07-15
WHEAT,2026/27,"Domestic, Total",1099.0,Million Bushels,2026-05-15
WHEAT,2026/27,"Domestic, Total",1099.0,Million Bushels,2026-06-15
WHEAT,2026/27,"Domestic, Total",1099.0,Million Bushels,2026-07-15
WHEAT,2026/27,Ending Stocks,762.0,Million Bushels,2026-05-15
WHEAT,2026/27,Ending Stocks,744.0,Million Bushels,2026-06-15
WHEAT,2026/27,Ending Stocks,722.0,Million Bushels,2026-07-15
WHEAT,2026/27,Exports,775.0,Million Bushels,2026-05-15
WHEAT,2026/27,Exports,775.0,Million Bushels,2026-06-15
WHEAT,2026/27,Exports,775.0,Million Bushels,2026-07-15
WHEAT,2026/27,Feed and Residual,80.0,Million Bushels,2026-05-15
WHEAT,2026/27,Feed and Residual,80.0,Million Bushels,2026-06-15
WHEAT,2026/27,Feed and Residual,80.0,Million Bushels,2026-07-15
WHEAT,2026/27,Food,960.0,Million Bushels,2026-05-15
WHEAT,2026/27,Food,960.0,Million Bushels,2026-06-15
WHEAT,2026/27,Food,960.0,Million Bushels,2026-07-15
WHEAT,2026/27,Imports,140.0,Million Bushels,2026-05-15
WHEAT,2026/27,Imports,140.0,Million Bushels,2026-06-15
WHEAT,2026/27,Imports,140.0,Million Bushels,2026-07-15
WHEAT,2026/27,Production,1561.0,Million Bushels,2026-05-15
WHEAT,2026/27,Production,1543.0,Million Bushels,2026-06-15
WHEAT,2026/27,Production,1536.0,Million Bushels,2026-07-15
WHEAT,2026/27,Seed,59.0,Million Bushels,2026-05-15
WHEAT,2026/27,Seed,59.0,Million Bushels,2026-06-15
WHEAT,2026/27,Seed,59.0,Million Bushels,2026-07-15
WHEAT,2026/27,"Supply, Total",2636.0,Million Bushels,2026-05-15
WHEAT,2026/27,"Supply, Total",2618.0,Million Bushels,2026-06-15
WHEAT,2026/27,"Supply, Total",2596.0,Million Bushels,2026-07-15
WHEAT,2026/27,"Use, Total",1874.0,Million Bushels,2026-05-15
WHEAT,2026/27,"Use, Total",1874.0,Million Bushels,2026-06-15
WHEAT,2026/27,"Use, Total",1874.0,Million Bushels,2026-07-15
WHEAT,2026/27,Yield per Harvested Acre,47.9,Bushels,2026-07-15
